,Average,Final Value,Maximum,Minimum,Position,Standard Deviation,Strategy,User
0,0.6098513183044045,0.6587769008886356,0.9210181538875286,0.41495402028354317,Post,0.10129686333869786,centraluser,0
1,0.9197588468267125,0.6511871134253362,10.995427997295673,0.3530737651941868,Pre,1.8257904723253948,centraluser,0
2,0.7234552611344796,0.735234571802885,1.3321068609567512,0.5211839783460575,Post,0.21286660449994216,centraluser,1
3,0.8785790452590087,0.7097590138813606,9.323481832231794,0.34223128171791706,Pre,1.5368263490243206,centraluser,1
4,0.7422771900892258,0.8364881798624992,1.0299678891897202,0.4981602132320404,Post,0.10263014669948672,centraluser,2
5,0.9981267718831077,0.8412020951509476,9.87371051311493,0.41720277070999146,Pre,1.6109748947900506,centraluser,2
6,0.5566082685399911,0.6706536045304696,0.8731549327190106,0.3377441489639191,Post,0.1083720038063562,centraluser,3
7,0.9061616001456689,0.6826877731405637,11.366878920335036,0.36203398584173274,Pre,1.8956775784314577,centraluser,3
8,0.7572575909812955,0.9138318013100728,1.0350706090022177,0.43256380697236446,Post,0.13575488640994998,centraluser,4
9,0.9754429019233009,0.843475762945022,10.341313557033121,0.3855513416937668,Pre,1.7014999318747808,centraluser,4
10,1.0581269602137287,1.3057944333459448,1.3057944333459448,0.6403206732329421,Post,0.1939757723182607,centraluser,5
11,1.2359612385676366,1.2708371943376195,9.724179132716863,0.5686173340467018,Pre,1.5512538520616386,centraluser,5
12,0.4324328760763016,0.39338354733610137,1.3969064927840418,0.26667609256367353,Post,0.2213966126529848,centraluser,6
13,0.6425109888503661,0.36057090050373464,9.35446380459985,0.21809885884696517,Pre,1.5900053625896553,centraluser,6
14,0.6997420049385401,0.7575752186328173,1.1081279888153077,0.4144620817899704,Post,0.12173822397061401,centraluser,7
15,0.9099129033051432,0.7571293659210205,9.358975303649903,0.3425338726043701,Pre,1.5388582215981335,centraluser,7
16,0.43518543748801664,0.34156377826807194,0.7438879238836693,0.3408567896687159,Post,0.1215739752626282,stduser,0
17,0.6385015124586253,0.28936931422677764,9.897873387192234,0.20311390004600538,Pre,1.682041246558346,stduser,0
18,0.8823128306393742,1.1641418693601624,1.1641418693601624,0.5948589365611705,Post,0.18006078361639893,stduser,1
19,1.1012166382380533,1.1368448567944904,9.84149747671083,0.43679542504518637,Pre,1.5952297780005789,stduser,1
20,1.1946327283101923,1.3241796283160938,1.3812624110895044,0.8247113753767574,Post,0.13744504461271134,stduser,2
21,1.372455398661687,1.3327954166075762,9.86204506369198,0.7552232689717236,Pre,1.5406295289477328,stduser,2
22,0.35959643705189226,0.3325946235656738,0.6601129183769227,0.19187928938865662,Post,0.1307810763832197,stduser,3
23,0.6448811847735196,0.37131514501571655,10.000151062011719,0.1840397229194641,Pre,1.700645621638556,stduser,3
24,0.8675943636557175,0.9233657717704773,1.2659274907339186,0.6039418114556206,Post,0.14859344853067813,stduser,4
25,1.1526636082738166,1.1448966226880513,9.992030991448296,0.5530916045582484,Pre,1.6049605979901467,stduser,4
26,0.6089870902813144,0.658833267070629,0.854653513873065,0.48354065594849766,Post,0.08288743753161353,stduser,5
27,0.9035721520996756,0.6699728541904025,10.19431831571791,0.4134110764220909,Pre,1.681694421167802,stduser,5
28,0.6363501919929505,0.6421977046175279,1.1089708148569302,0.4445037340772325,Post,0.12720104523323458,stduser,6
29,0.8453359092869188,0.5725409294600072,10.260390786157139,0.3979653025018996,Pre,1.7048434415988971,stduser,6
30,0.9210773344635963,1.1714627332687377,1.1714627332687377,0.5357809929847718,Post,0.16586358257459557,stduser,7
31,1.1160729403570293,1.1577734770774841,9.696330535888672,0.4236509189605713,Pre,1.565420699744941,stduser,7
32,0.35273107381351326,0.2992451412733209,0.6621806732443876,0.2478379020394782,Post,0.11720366189806074,stduser_p2p,0
33,0.6286727313771374,0.2874712445015131,10.013746416845986,0.21045261368283175,Pre,1.7075444663042116,stduser_p2p,0
34,0.6519169210961074,0.7021601418502458,0.873434764283304,0.4679392403318682,Post,0.07940342679162597,stduser_p2p,1
35,0.9346293070733915,0.7124061998520189,9.788637860130718,0.3589903274337754,Pre,1.6081810764303137,stduser_p2p,1
36,0.949449134902574,1.0854196858218337,1.4501692892059566,0.7099478141529354,Post,0.14414249155043043,stduser_p2p,2
37,1.1721210986610473,1.087575078949215,10.111351538830855,0.5598677894261879,Pre,1.6208907578527505,stduser_p2p,2
38,0.8824485244862376,0.8050965430172343,1.3840309670408264,0.733760047503837,Post,0.1593747205816858,stduser_p2p,3
39,1.010733052688912,0.7689790160373875,10.202445936567,0.5036906513484839,Pre,1.6649830198437479,stduser_p2p,3
40,0.9312904792379086,1.0527689439147265,1.354223399019953,0.583140310956471,Post,0.15618033872209075,stduser_p2p,4
41,1.121140205287444,0.9762291854886866,10.324263629628652,0.5024720741741693,Pre,1.6687983331588725,stduser_p2p,4
42,0.7084183582200074,0.7948894284841582,0.9754083424102603,0.578784253184251,Post,0.09170396407932595,stduser_p2p,5
43,0.9596961759118818,0.7471161423705694,10.541666977048859,0.4239638095765602,Pre,1.7364351667709612,stduser_p2p,5
44,0.6070366679928052,0.5492618337046099,1.0441916999016099,0.4916296997143112,Post,0.1424994849921851,stduser_p2p,6
45,0.840886739011541,0.5211624785234,10.234534136211598,0.44662699200042333,Pre,1.7026340772751172,stduser_p2p,6
46,0.9317126485299977,0.9478413637946633,1.2645291370504044,0.6821170063579783,Post,0.11609139305492627,stduser_p2p,7
47,1.019300822771209,0.8903320887509514,8.95985771627987,0.502142501227996,Pre,1.4436841054227043,stduser_p2p,7
48,0.5817889350826977,0.5981911947560865,1.1241672648939975,0.3783382523404218,Post,0.17519406871038576,weightuser,0
49,0.8488721724692744,0.6200795875963314,9.89166734384936,0.3140697620245953,Pre,1.64715842325462,weightuser,0
50,0.7324527463922639,0.7013959727546041,1.0766899641170058,0.581485854562863,Post,0.08463940388442684,weightuser,1
51,0.8535554117212694,0.5921402059553206,9.437043412711269,0.36711904060008915,Pre,1.5620050375109538,weightuser,1
52,0.6748126231309404,0.866852481296097,0.866852481296097,0.35442577842353046,Post,0.14825939199455007,weightuser,2
53,1.0184294775708753,0.8878274184206257,10.546003438424373,0.34343329935834027,Pre,1.7335256462569943,weightuser,2
54,0.530343310260972,0.47466347838242323,0.873067281628383,0.47015112899119416,Post,0.07707697140307271,weightuser,3
55,0.7396820520245,0.38625432357520095,9.77001701784498,0.33664151544519166,Pre,1.6439337280217534,weightuser,3
56,0.8406259718276288,0.9285831521027279,1.059218819994126,0.6700985318552839,Post,0.08375864808856603,weightuser,4
57,1.1113476505516655,0.9555305460073652,9.985610474635214,0.49176572274117575,Pre,1.6125337301792622,weightuser,4
58,1.4144622346533364,1.6809913594471781,1.6809913594471781,0.950040038366963,Post,0.19558364592616193,weightuser,5
59,1.476996765468056,1.5759919448510598,9.612395731130041,0.6432526039897948,Pre,1.4988658829986319,weightuser,5
60,0.5643880902784711,0.6029974323834559,1.0716031041256218,0.38105642610741874,Post,0.13017334255902252,weightuser,6
61,0.754716714723539,0.5348105985064839,9.873634552770806,0.2237525245618317,Pre,1.6622832089939976,weightuser,6
62,1.0324218515071926,1.2973989168135058,1.2973989168135058,0.6693315465911096,Post,0.20438877090951588,weightuser,7
63,1.3003014403536226,1.2568222239237874,10.746538867469596,0.5164126841460958,Pre,1.7208236964435473,weightuser,7
64,0.3571103989150316,0.2390568414776344,0.936386668775964,0.2256722591641381,Post,0.20175580071877924,weightuser_p2p,0
65,0.6304411395016588,0.24981817227648936,10.203055809801958,0.2025360117747089,Pre,1.739036445011247,weightuser_p2p,0
66,0.6474585739748651,0.7444368067540621,1.3378353800092424,0.41937399896463956,Post,0.1603187804521358,weightuser_p2p,1
67,0.9532337135821756,0.7261568906163811,10.270018018277964,0.3952022953365082,Pre,1.6870462570921931,weightuser_p2p,1
68,0.8634980416443563,0.9641294353886655,1.2383886261990196,0.6456817514018008,Post,0.11376853280651295,weightuser_p2p,2
69,1.13165539847967,1.0266211525838178,10.091696939970317,0.5009759270158926,Pre,1.624801961680056,weightuser_p2p,2
70,0.8246284825179506,0.8532335617963005,1.333396084168378,0.6876398395089542,Post,0.11612162134835073,weightuser_p2p,3
71,0.9790543584043488,0.8323243575937608,9.630674979265999,0.46686509076286764,Pre,1.568927582825665,weightuser_p2p,3
72,0.6855970823066676,0.8477205927447071,0.8477205927447071,0.4451097573821,Post,0.12013135290986059,weightuser_p2p,4
73,0.9847141844257126,0.8655554206352535,9.82121445813517,0.4141709553444479,Pre,1.604197402231045,weightuser_p2p,4
74,0.9082028518560823,0.9946905161983177,1.3135953697871394,0.6898136222085244,Post,0.14008104159730048,weightuser_p2p,5
75,1.0650442570297707,0.9386058565255094,10.287745919338493,0.45790856332308794,Pre,1.6720351490311556,weightuser_p2p,5
76,0.5584800587717578,0.6158974702277827,1.2279995812310114,0.3576555554828947,Post,0.14559941839199791,weightuser_p2p,6
77,0.8252372434653807,0.6098949909801521,9.632311518230136,0.2967962362463512,Pre,1.5979703096481463,weightuser_p2p,6
78,1.0212025186046958,1.2887809901010423,1.2887809901010423,0.6601027051607767,Post,0.1983414055221532,weightuser_p2p,7
79,1.282350074987681,1.3515618528638567,10.282238445584737,0.46381732395717074,Pre,1.6425288380104268,weightuser_p2p,7
80,1.7690911884050047,2.130152291721768,2.130152291721768,0.6459288346388984,Post,0.3827074333780832,localuser,0
81,2.029560962869298,2.1192067539881148,10.465185074579148,0.6459288346388984,Pre,1.5613249480983145,localuser,0
82,1.7004932299452393,2.0692238897309267,2.0692238897309267,0.6746026120687786,Post,0.33803079293658916,localuser,1
83,1.9366357322446164,2.056393119625579,9.625783963310987,0.6746026120687786,Pre,1.4202367765568078,localuser,1
84,1.3032462681715304,1.4939043045043945,1.4939043045043945,0.6325537644899808,Post,0.20801978344607722,localuser,2
85,1.568039828309646,1.4907495938814603,9.967298228924092,0.6325537644899808,Pre,1.5224410612346042,localuser,2
86,1.78760133511745,2.1640514318759623,2.1640514318759623,0.6529726450259868,Post,0.4014353683859824,localuser,3
87,2.023071141025195,2.1564984028155987,9.699085220923791,0.6529726450259868,Pre,1.434316050160391,localuser,3
88,1.1610062511367651,1.3310862754592458,1.3310862754592458,0.5258176922798157,Post,0.1675379653503248,localuser,4
89,1.4300287515991403,1.324689170558944,9.939806290255248,0.5258176922798157,Pre,1.537252729736878,localuser,4
90,2.4356879121019643,2.9116292837011906,2.9116292837011906,1.1505165591494728,Post,0.4321027537571156,localuser,5
91,2.6575025629451257,2.891859920880267,10.009698110682363,1.1505165591494728,Pre,1.386761784633382,localuser,5
