,Average,Maximum,Minimum,Position,Round,Standard Deviation,Strategy
0,1.1436951232874983,2.9406986236572266,0.16945064843309168,Pre,31,0.8742457522089336,centralround
1,0.002048804028455732,0.014622773735700468,3.5202652998428284e-08,Post,31,0.004762904483500772,centralround
2,1.1882239828120456,2.3167966505638637,0.1759158452885263,Pre,31,0.6314199946229834,stdround
3,0.03894608706966051,0.14214423886752287,0.0,Post,31,0.04690333595366092,stdround
4,1.4552469179427545,3.634637859132555,0.004554409606791657,Pre,31,1.0920035807780049,stdround_p2p
5,0.02610076361464527,0.08551491468343043,2.7305624756151633e-07,Post,31,0.03472942611520569,stdround_p2p
6,1.1198349836930177,3.0537031809488933,0.18570257054868144,Pre,31,1.0217934294111293,weightround
7,0.06077575442726518,0.4802402887361247,4.83280821967853e-09,Post,31,0.15855370830232998,weightround
8,0.0515832645068499,0.24096496147470317,0.00019504574760713484,Pre,31,0.0815082020392308,weightround_p2p
9,0.0001226131393646419,0.0006176788934847724,5.712347604689997e-07,Post,31,0.00020295940563101812,weightround_p2p
10,2.7283945524347246e-05,0.000216659459870189,2.4835267176115394e-09,Pre,31,7.157783957449934e-05,localround
11,2.701117981616741e-05,0.00021452220763351415,2.4835267176115394e-09,Post,31,7.087312070146759e-05,localround
