,Average,Maximum,Minimum,Position,Round,Standard Deviation,Strategy
0,0.7355309561944168,1.2716851086655925,0.38887879898498107,Pre,31,0.24318106029347875,centralround
1,0.6843239943093662,1.1680602298295202,0.3636003562828878,Post,31,0.22533929563453642,centralround
2,0.7638780542847873,2.668956903850331,0.169418603181839,Pre,31,0.7459992974691907,stdround
3,0.5319035864522277,0.9393897947925522,0.16445428277734372,Post,31,0.24402925232582898,stdround
4,0.8348841475912723,1.2506119058293812,0.43488979597073607,Pre,31,0.2699016061469974,stdround_p2p
5,0.706492408039875,1.1018291667655662,0.4451852518579226,Post,31,0.18458485116130746,stdround_p2p
6,0.8657499216199162,1.6430510127026101,0.37322689910404017,Pre,31,0.42094287212580933,weightround
7,0.7683773647455899,1.358801798198534,0.37232478915667927,Post,31,0.3259534764832635,weightround
8,0.7574121999836004,1.4428315141559702,0.3650839819170989,Pre,31,0.33187731670199083,weightround_p2p
9,0.7049769831525482,1.175559441072751,0.37318899233516434,Post,31,0.24301796937282813,weightround_p2p
10,1.9808004050336172,3.145235474904378,1.1211578026843545,Pre,31,0.8740453689993483,localround
11,1.988795424270084,3.156915616989136,1.1250253412938631,Post,31,0.8774973769601748,localround
