,Average,Maximum,Minimum,Position,Round,Standard Deviation,Strategy
0,0.7646061524132006,1.2708371943376195,0.36057090050373464,Pre,31,0.23828562606453013,centralround
1,0.7839672822136783,1.3057944333459448,0.39338354733610137,Post,31,0.2439432584716558,centralround
2,0.8344385770075631,1.3327954166075762,0.28936931422677764,Pre,31,0.37880765561539714,stdround
3,0.8197924220296717,1.3241796283160938,0.3325946235656738,Post,31,0.35897327652727207,stdround
4,0.7489089293092177,1.087575078949215,0.2874712445015131,Pre,31,0.23793418846876094,stdround_p2p
5,0.779585385232599,1.0854196858218337,0.2992451412733209,Post,31,0.24676135740136548,stdround_p2p
6,0.8511821061045219,1.5759919448510598,0.38625432357520095,Pre,31,0.3773069932485906,weightround
7,0.8938842484920098,1.6809913594471781,0.47466347838242323,Post,31,0.3822864982930669,weightround
8,0.8250673367594026,1.3515618528638567,0.24981817227648936,Pre,31,0.29987442724040736,weightround_p2p
9,0.818493276836064,1.2887809901010423,0.2390568414776344,Post,31,0.28674095860121124,weightround_p2p
10,2.077310801610744,2.891859920880267,1.324689170558944,Pre,31,0.46967829068265166,localround
11,2.0879720479325883,2.9116292837011906,1.3310862754592458,Post,31,0.47413110307477574,localround
